Rank,Release Group,Worldwide,Domestic,Domestic_percent,Foreign,Foreign_percent,year
80,Sherlock Gnomes,90497778.0,"4,32,42,871",47.80%,"4,72,54,907",52.20%,2018
81,Detective Dee: The Four Heavenly Kings,90040771.0,"2,62,963",0.30%,"8,97,77,808",99.70%,2018
82,"Hello, Mrs. Money",86874070.0,0,0,"8,68,74,070",100%,2018
83,Robin Hood,86489031.0,"3,08,24,628",35.60%,"5,56,64,403",64.40%,2018
84,I Can Only Imagine,86086881.0,"8,34,82,352",97%,"26,04,529",3%,2018
85,Hidden Man,85170581.0,0,0,"8,51,70,581",100%,2018
86,Mortal Engines,83672673.0,"1,59,51,040",19.10%,"6,77,21,633",80.90%,2018
87,iPartment the Movie,81096321.0,0,0,"8,10,96,321",100%,2018
88,Doraemon the Movie: Nobita's Treasure Island,80920916.0,0,0,"8,09,20,916",100%,2018
89,Den of Thieves,80509622.0,"4,49,47,622",55.80%,"3,55,62,000",44.20%,2018
90,Hereditary,80003155.0,"4,40,69,456",55.10%,"3,59,33,699",44.90%,2018
91,Code Blue: The Movie,78778562.0,0,0,"7,87,78,562",100%,2018
92,Tag,78230625.0,"5,47,30,625",70%,"2,35,00,000",30%,2018
93,Sanju,76693052.0,"79,09,317",10.30%,"6,87,83,735",89.70%,2018
94,Vice,76073488.0,"4,78,36,282",62.90%,"2,82,37,206",37.10%,2018
95,Widows,75984700.0,"4,24,02,632",55.80%,"3,35,82,068",44.20%,2018
96,Sicario: Day of the Soldado,75837743.0,"5,00,72,235",66%,"2,57,65,508",34%,2018
97,Searching,75462037.0,"2,60,20,957",34.50%,"4,94,41,080",65.50%,2018
98,The Spy Who Dumped Me,75320680.0,"3,35,62,069",44.60%,"4,17,58,611",55.40%,2018
99,Animal World,74922830.0,0,0,"7,49,22,830",100%,2018
100,Amazing China,72506343.0,0,0,"7,25,06,343",100%,2018
101,Second Act,72282227.0,"3,92,82,227",54.30%,"3,30,00,000",45.70%,2018
102,Spirited Away 2018 Re0release,70186029.0,"11,75,067",1.70%,"6,90,10,962",98.30%,2018
103,Shoplifters,67999335.0,"33,13,513",4.90%,"6,46,85,822",95.10%,2018
104,12 Strong,67359190.0,"4,58,19,713",68%,"2,15,39,477",32%,2018
105,"Love, Simon",66316289.0,"4,08,26,341",61.60%,"2,54,89,948",38.40%,2018
106,Mile 22,66308758.0,"3,61,08,758",54.50%,"3,02,00,000",45.50%,2018
107,Life of the Party,65659911.0,"5,30,59,911",80.80%,"1,26,00,000",19.20%,2018
108,L Storm,64517456.0,0,0,"6,45,17,456",100%,2018
109,Capernaum,64417003.0,"16,61,096",2.60%,"6,27,55,907",97.40%,2018
110,Isle of Dogs,64241499.0,"3,20,15,231",49.80%,"3,22,26,268",50.20%,2018
111,Andhadhun,62475342.0,"11,93,046",1.90%,"6,12,82,296",98.10%,2018
112,Adrift,59945012.0,"3,14,45,012",52.50%,"2,85,00,000",47.50%,2018
113,The 15:17 to Paris,57176286.0,"3,62,76,286",63.40%,"2,09,00,000",36.60%,2018
114,A or B,56239049.0,0,0,"5,62,39,049",100%,2018
115,Go Brother!,54663060.0,0,0,"5,46,63,060",100%,2018
116,Early Man,54622814.0,"82,67,544",15.10%,"4,63,55,270",84.90%,2018
117,Peppermint,53918723.0,"3,54,18,723",65.70%,"1,85,00,000",34.30%,2018
118,Teen Titans GO! To the Movies,52390236.0,"2,97,90,236",56.90%,"2,26,00,000",43.10%,2018
119,Slender Man,51738549.0,"3,05,69,484",59.10%,"2,11,69,065",40.90%,2018
120,Breaking In,51411620.0,"4,68,40,590",91.10%,"45,71,030",8.90%,2018
121,Cry Me a Sad River,51400614.0,0,0,"5,14,00,614",100%,2018
122,Once Upon a Deadpool 2018 Re0release,51349833.0,"61,00,309",11.90%,"4,52,49,524",88.10%,2018
123,Simmba,51329025.0,"51,02,129",9.90%,"4,62,26,896",90.10%,2018
124,Family is Family,49954866.0,0,0,"4,99,54,866",100%,2018
125,Death Wish,49562710.0,"3,40,17,028",68.60%,"1,55,45,682",31.40%,2018
126,The Magic Tuche,47427990.0,0,0,"4,74,27,990",100%,2018
127,Golden Job,47287851.0,"2,85,795",0.60%,"4,70,02,056",99.40%,2018
128,Mary Queen of Scots,46712809.0,"1,64,68,499",35.30%,"3,02,44,310",64.70%,2018
129,Uncle Drew,46664414.0,"4,24,69,946",91%,"41,94,468",9%,2018
130,Acrimony,46403669.0,"4,35,49,096",93.80%,"28,54,573",6.20%,2018
131,Asterix: The Secret of the Magic Potion,46215959.0,"12,71,953",2.80%,"4,49,44,006",97.20%,2018
132,Bajrangi Bhaijaan 2018 Re0release,45579004.0,0,0,"4,55,79,004",100%,2018
133,Winchester,44019588.0,"2,50,91,816",57%,"1,89,27,772",43%,2018
134,Annihilation,43070915.0,"3,27,32,301",76%,"1,03,38,614",24%,2018
135,The Possession of Hannah Grace,43016528.0,"1,48,37,422",34.50%,"2,81,79,106",65.50%,2018
136,Long Day's Journey Into Night,42140994.0,"5,21,365",1.20%,"4,16,19,629",98.80%,2018
137,Overlord,41657844.0,"2,17,04,844",52.10%,"1,99,53,000",47.90%,2018
138,The Great Battle,41509280.0,"4,72,166",1.10%,"4,10,37,114",98.90%,2018
139,The Darkest Minds,41142379.0,"1,26,95,691",30.90%,"2,84,46,688",69.10%,2018
140,"Lost, Found",41043552.0,0,0,"4,10,43,552",100%,2018
141,Holmes & Watson,40466970.0,"3,05,73,626",75.60%,"98,93,344",24.40%,2018
142,Intimate Strangers,39576060.0,0,0,"3,95,76,060",100%,2018
143,Thugs of Hindostan,39570044.0,"14,49,848",3.70%,"3,81,20,196",96.30%,2018
144,Sink or Swim,39193850.0,0,0,"3,91,93,850",100%,2018
145,Show Dogs,39156854.0,"1,78,57,020",45.60%,"2,12,99,834",54.40%,2018
146,Believer,39047153.0,"3,65,639",0.90%,"3,86,81,514",99.10%,2018
147,The Spy Gone North,38844509.0,"5,00,803",1.30%,"3,83,43,706",98.70%,2018
148,On the Basis of Sex,38673750.0,"2,46,22,687",63.70%,"1,40,51,063",36.30%,2018
149,Taxi 5,38598227.0,0,0,"3,85,98,227",100%,2018
150,Fat Buddies,37496410.0,0,0,"3,74,96,410",100%,2018
151,Till The End Of The World,37013733.0,"1,18,660",0.30%,"3,68,95,073",99.70%,2018
152,2,36945969.0,"41,52,000",11.20%,"3,27,93,969",88.80%,2018
153,Nothing to Lose,36075317.0,"10,16,188",2.80%,"3,50,59,129",97.20%,2018
154,Mia and the White Lion,35487190.0,"3,99,471",1.10%,"3,50,87,719",98.90%,2018
155,The Girl in the Spider's Web,35164920.0,"1,48,41,338",42.20%,"2,03,23,582",57.80%,2018
156,The Hate U Give,34934009.0,"2,97,19,483",85.10%,"52,14,526",14.90%,2018
157,Nobody's Fool,33705333.0,"3,17,13,110",94.10%,"19,92,223",5.90%,2018
158,Baaghi 2,33139063.0,"13,19,579",4%,"3,18,19,484",96%,2018
159,The Hurricane Heist,32517248.0,"61,15,825",18.80%,"2,64,01,423",81.20%,2018
160,All About Me,31920159.0,0,0,"3,19,20,159",100%,2018
161,Bad Times at the El Royale,31882724.0,"1,78,39,115",56%,"1,40,43,609",44%,2018
162,Beautiful Boy,31711319.0,"76,49,973",24.10%,"2,40,61,346",75.90%,2018
163,Hunter Killer,31672678.0,"1,57,67,460",49.80%,"1,59,05,218",50.20%,2018
164,Super Troopers 2,31626386.0,"3,06,17,396",96.80%,"10,08,990",3.20%,2018
165,The Strangers: Prey at Night,31039126.0,"2,45,86,708",79.20%,"64,52,418",20.80%,2018
166,Gintama 2: Rules are Made to be Broken,30896653.0,0,0,"3,08,96,653",100%,2018
167,The Way of the Bug,30355804.0,0,0,"3,03,55,804",100%,2018
168,Clergy,30114115.0,0,0,"3,01,14,115",100%,2018
169,Ice,29806210.0,0,0,"2,98,06,210",100%,2018
170,Free Solo,29390279.0,"1,75,41,090",59.70%,"1,18,49,189",40.30%,2018
171,Dark Figure of Crime,29176133.0,0,0,"2,91,76,133",100%,2018
172,Pad Man,29045020.0,"16,70,192",5.80%,"2,73,74,828",94.20%,2018
173,Mirai,28756961.0,"8,12,794",2.80%,"2,79,44,167",97.20%,2018
174,Default,27694043.0,"2,03,775",0.70%,"2,74,90,268",99.30%,2018
175,One Cut of the Dead,27590180.0,"52,406",0.20%,"2,75,37,774",99.80%,2018
176,The Happytime Murders,27506452.0,"2,07,06,452",75.30%,"68,00,000",24.70%,2018
177,Midnight Sun,27365467.0,"95,61,064",34.90%,"1,78,04,403",65.10%,2018
178,VIP Policeman,27222681.0,0,0,"2,72,22,681",100%,2018
179,My Neighbor Totoro 2018 Re0release,27083857.0,"11,44,649",4.20%,"2,59,39,208",95.80%,2018
180,The Faces of My Gene,26796279.0,0,0,"2,67,96,279",100%,2018
181,Badhaai Ho,26125610.0,0,0,"2,61,25,610",100%,2018
182,Hichki,26055222.0,"3,30,279",1.30%,"2,57,24,943",98.70%,2018
183,Champions,25962612.0,0,0,"2,59,62,612",100%,2018
184,White Boy Rick,25957482.0,"2,40,11,188",92.50%,"19,46,294",7.50%,2018
185,"Paul, Apostle of Christ",25915966.0,"1,75,60,475",67.80%,"83,55,491",32.20%,2018
186,Keys to the Heart,25375866.0,"75,134",0.30%,"2,53,00,732",99.70%,2018
187,Stan & Ollie,24420923.0,"54,70,235",22.40%,"1,89,50,688",77.60%,2018
188,The Witch: Part 1 0 The Subversion,24340302.0,0,0,"2,43,40,302",100%,2018
189,The Accidental Detective 2: In Action,24243825.0,"1,79,045",0.70%,"2,40,64,780",99.30%,2018
190,Killing for the Prosecution,23929620.0,0,0,"2,39,29,620",100%,2018
191,Pokémon the Movie: The Power of Us,23740788.0,"7,89,170",3.30%,"2,29,51,618",96.70%,2018
192,The Guernsey Literary and Potato Peel Pie Society,23148937.0,0,0,"2,31,48,937",100%,2018
193,The Crimes That Bind,23144130.0,0,0,"2,31,44,130",100%,2018
194,New Happy Dad and Son 3: Adventure in Russia,23130469.0,0,0,"2,31,30,469",100%,2018
195,Padmaavat,22991060.0,"1,18,46,060",51.50%,"1,11,45,000",48.50%,2018
196,Won't You Be My Neighbor?,22844741.0,"2,28,35,787",100%,"8,954",0,2018
197,Europe Raiders,22435156.0,0,0,"2,24,35,156",100%,2018
198,Mojin: The Worm Valley,22381583.0,"1,01,516",0.50%,"2,22,80,067",99.50%,2018
199,Stree,22075730.0,0,0,"2,20,75,730",100%,2018
0,Avengers: Endgame,2799439100.0,"85,83,73,000",30.70%,"1,94,10,66,100",69.30%,2019
1,The Lion King,1656943394.0,"54,36,38,043",32.80%,"1,11,33,05,351",67.20%,2019
2,Frozen II,1450026933.0,"47,73,73,578",32.90%,"97,26,53,355",67.10%,2019
3,Spider0Man: Far from Home,1131927996.0,"39,05,32,085",34.50%,"74,13,95,911",65.50%,2019
4,Captain Marvel,1128274794.0,"42,68,29,839",37.80%,"70,14,44,955",62.20%,2019
5,Joker,1078751311.0,"33,54,51,311",31.10%,"74,33,00,000",68.90%,2019
6,Star Wars: Episode IX 0 The Rise of Skywalker,1074144248.0,"51,52,02,542",48%,"55,89,41,706",52%,2019
7,Toy Story 4,1073394593.0,"43,40,38,008",40.40%,"63,93,56,585",59.60%,2019
8,Aladdin,1050693953.0,"35,55,59,216",33.80%,"69,51,34,737",66.20%,2019
9,Jumanji: The Next Level,801693929.0,"32,03,14,960",40%,"48,13,78,969",60%,2019
10,Fast & Furious Presents: Hobbs & Shaw,760732926.0,"17,39,56,935",22.90%,"58,67,75,991",77.10%,2019
11,Ne Zha,726063471.0,"36,95,533",0.50%,"72,23,67,938",99.50%,2019
12,The Wandering Earth,699856699.0,"59,71,413",0.90%,"69,38,85,286",99.10%,2019
13,How to Train Your Dragon: The Hidden World,521799505.0,"16,07,99,505",30.80%,"36,10,00,000",69.20%,2019
14,Maleficent: Mistress of Evil,491730089.0,"11,39,29,605",23.20%,"37,78,00,484",76.80%,2019
15,It Chapter Two,473093228.0,"21,15,93,228",44.70%,"26,15,00,000",55.30%,2019
16,"My People, My Country",450064993.0,"23,56,683",0.50%,"44,77,08,310",99.50%,2019
17,Pokémon: Detective Pikachu,433305346.0,"14,41,05,346",33.30%,"28,92,00,000",66.70%,2019
18,The Secret Life of Pets 2,431164459.0,"15,89,80,250",36.90%,"27,21,84,209",63.10%,2019
19,The Captain,417282021.0,"7,06,572",0.20%,"41,65,75,449",99.80%,2019
20,Alita: Battle Angel,404980543.0,"8,58,38,210",21.20%,"31,91,42,333",78.80%,2019
21,Godzilla: King of the Monsters,387300138.0,"11,05,00,138",28.50%,"27,68,00,000",71.50%,2019
22,1917,384580017.0,"15,92,27,644",41.40%,"22,53,52,373",58.60%,2019
23,Once Upon a Time... in Hollywood,377426903.0,"14,25,02,728",37.80%,"23,49,24,175",62.20%,2019
24,Shazam!,365971656.0,"14,03,71,656",38.40%,"22,56,00,000",61.60%,2019
25,Dumbo,353284621.0,"11,47,66,307",32.50%,"23,85,18,314",67.50%,2019
26,John Wick: Chapter 3 0 Parabellum,327777335.0,"17,10,15,687",52.20%,"15,67,61,648",47.80%,2019
27,Crazy Alien,327598891.0,0,0,"32,75,98,891",100%,2019
28,Knives Out,312897920.0,"16,53,63,234",52.80%,"14,75,34,686",47.20%,2019
29,Terminator: Dark Fate,261119292.0,"6,22,53,077",23.80%,"19,88,66,215",76.20%,2019
30,Parasite,258129037.0,"5,33,69,749",20.70%,"20,47,59,288",79.30%,2019
31,Us,256022707.0,"17,50,84,580",68.40%,"8,09,38,127",31.60%,2019
32,Pegasus,255863112.0,0,0,"25,58,63,112",100%,2019
33,Men in Black: International,253890701.0,"8,00,01,807",31.50%,"17,38,88,894",68.50%,2019
34,X0Men: Dark Phoenix,252442974.0,"6,58,45,974",26.10%,"18,65,97,000",73.90%,2019
35,Glass,246999039.0,"11,10,48,468",45%,"13,59,50,571",55%,2019
36,The Bravest,245179562.0,"2,90,217",0.10%,"24,48,89,345",99.90%,2019
37,Annabelle Comes Home,231252591.0,"7,41,52,591",32.10%,"15,71,00,000",67.90%,2019
38,Better Days,225833113.0,"19,21,657",0.90%,"22,39,11,456",99.10%,2019
39,Ford v Ferrari,225508210.0,"11,76,24,357",52.20%,"10,78,83,853",47.80%,2019
40,Little Women,218843645.0,"10,81,01,214",49.40%,"11,07,42,431",50.60%,2019
41,The Addams Family,203044905.0,"10,00,44,905",49.30%,"10,30,00,000",50.70%,2019
42,Rocketman,195320400.0,"9,63,68,160",49.30%,"9,89,52,240",50.70%,2019
43,Downton Abbey,194694725.0,"9,68,53,865",49.70%,"9,78,40,860",50.30%,2019
44,The Lego Movie 2: The Second Part,192306508.0,"10,58,06,508",55%,"8,65,00,000",45%,2019
45,Weathering with You,192011547.0,"80,56,636",4.20%,"18,39,54,911",95.80%,2019
46,Sheep Without a Shepherd,191602146.0,0,0,"19,16,02,146",100%,2019
47,The White Storm 2: Drug Lords,189396380.0,"6,09,461",0.30%,"18,87,86,919",99.70%,2019
48,Abominable,188623517.0,"6,07,16,390",32.20%,"12,79,07,127",67.80%,2019
49,Ip Man 4: The Finale,176345966.0,"39,56,031",2.20%,"17,23,89,935",97.80%,2019
50,Gemini Man,173469516.0,"4,85,46,770",28%,"12,49,22,746",72%,2019
51,Spies in Disguise,171616764.0,"6,67,57,013",38.90%,"10,48,59,751",61.10%,2019
52,Hustlers,157563598.0,"10,49,63,598",66.60%,"5,26,00,000",33.40%,2019
53,The Climbers,156892866.0,"4,87,157",0.30%,"15,64,05,709",99.70%,2019
54,Escape Room,155712077.0,"5,70,05,601",36.60%,"9,87,06,476",63.40%,2019
55,Yesterday,154608856.0,"7,32,86,650",47.40%,"8,13,22,206",52.60%,2019
56,The Angry Birds Movie 2,147792047.0,"4,16,67,116",28.20%,"10,61,24,931",71.80%,2019
57,Angel Has Fallen,146661977.0,"6,90,30,436",47.10%,"7,76,31,541",52.90%,2019
58,Ad Astra,127461872.0,"5,01,88,370",39.40%,"7,72,73,502",60.60%,2019
59,Midway,127390389.0,"5,68,46,802",44.60%,"7,05,43,587",55.40%,2019
60,The Upside,125852517.0,"10,82,52,517",86%,"1,76,00,000",14%,2019
61,Last Christmas,123446172.0,"3,51,50,750",28.50%,"8,82,95,422",71.50%,2019
62,The Curse of La Llorona,123233739.0,"5,47,33,739",44.40%,"6,85,00,000",55.60%,2019
63,Looking Up,122994583.0,"84,267",0,"12,29,10,316",99.90%,2019
64,Zombieland: Double Tap,122810399.0,"7,31,23,082",59.50%,"4,96,87,317",40.50%,2019
65,Dora and the Lost City of Gold,120597108.0,"6,04,77,943",50.10%,"6,01,19,165",49.90%,2019
66,Extreme Job,119932733.0,"15,65,885",1.30%,"11,83,66,848",98.70%,2019
67,Wonder Park,119559110.0,"4,52,16,793",37.80%,"7,43,42,317",62.20%,2019
68,P Storm,117991727.0,"3,26,711",0.30%,"11,76,65,016",99.70%,2019
69,Detective Conan: The Fist of Blue Sapphire,115448200.0,0,0,"11,54,48,200",100%,2019
70,The Gentlemen,115171795.0,"3,64,71,795",31.70%,"7,87,00,000",68.30%,2019
71,Pet Sematary,113118226.0,"5,47,24,696",48.40%,"5,83,93,530",51.60%,2019
72,Boonie Bears: Blast Into the Past,112367881.0,0,0,"11,23,67,881",100%,2019
73,Good Boys,111173598.0,"8,31,40,306",74.80%,"2,80,33,292",25.20%,2019
74,Scary Stories to Tell in the Dark,104545505.0,"6,89,47,075",65.90%,"3,55,98,430",34.10%,2019
75,Line Walker 2: Invisible Spy,99482027.0,"2,96,751",0.30%,"9,91,85,276",99.70%,2019
76,The Hustle,97409779.0,"3,54,17,038",36.40%,"6,19,92,741",63.60%,2019
77,The New King of Comedy,95618308.0,0,0,"9,56,18,308",100%,2019
78,Adoring,94975692.0,0,0,"9,49,75,692",100%,2019
79,Five Feet Apart,92554209.0,"4,57,29,221",49.40%,"4,68,24,988",50.60%,2019
80,Crawl,91542097.0,"3,90,14,193",42.60%,"5,25,27,904",57.40%,2019
81,Rambo: Last Blood,91490353.0,"4,48,19,352",49%,"4,66,71,001",51%,2019
82,Jojo Rabbit,90335025.0,"3,33,70,906",36.90%,"5,69,64,119",63.10%,2019
83,Serial (Bad) Weddings 2,87761988.0,0,0,"8,77,61,988",100%,2019
84,One Piece: Stampede,81562741.0,"12,98,528",1.60%,"8,02,64,213",98.40%,2019
85,A Dog's Way Home,80708134.0,"4,20,04,346",52%,"3,87,03,788",48%,2019
86,A Dog's Journey,78870908.0,"2,27,82,371",28.90%,"5,60,88,537",71.10%,2019
87,Cold Pursuit,76419755.0,"3,21,38,862",42.10%,"4,42,80,893",57.90%,2019
88,Cats,75558925.0,"2,71,66,770",36%,"4,83,92,155",64%,2019
89,A Madea Family Funeral,74747725.0,"7,32,57,045",98%,"14,90,680",2%,2019
90,Charlie's Angels,73279888.0,"1,78,03,077",24.30%,"5,54,76,811",75.70%,2019
91,Doctor Sleep,72381712.0,"3,15,81,712",43.60%,"4,08,00,000",56.40%,2019
92,What Men Want,72216294.0,"5,46,11,903",75.60%,"1,76,04,391",24.40%,2019
93,Exit,69501772.0,"4,70,699",0.70%,"6,90,31,073",99.30%,2019
94,After,69497587.0,"1,21,38,565",17.50%,"5,73,59,022",82.50%,2019
95,Playing with Fire,69412425.0,"4,44,51,847",64%,"2,49,60,578",36%,2019
96,A Beautiful Day in the Neighborhood,67925733.0,"6,17,04,055",90.80%,"62,21,678",9.20%,2019
97,War,67179155.0,"46,54,000",6.90%,"6,25,25,155",93.10%,2019
98,Doraemon: Nobita's Chronicle of the Moon Exploration,65406606.0,0,0,"6,54,06,606",100%,2019
99,Happy Death Day 2U,64600152.0,"2,81,48,130",43.60%,"3,64,52,022",56.40%,2019
100,White Snake,62098770.0,"34,730",0,"6,20,64,040",99.90%,2019
101,Bombshell,61404394.0,"3,17,62,808",51.70%,"2,96,41,586",48.30%,2019
102,Ashfall,61354854.0,"3,72,562",0.60%,"6,09,82,292",99.40%,2019
103,Ma,61220784.0,"4,58,96,028",75%,"1,53,24,756",25%,2019
104,My Best Summer,60011073.0,0,0,"6,00,11,073",100%,2019
105,Ready or Not,57615777.0,"2,87,14,231",49.80%,"2,89,01,546",50.20%,2019
106,Jade Dynasty,57149764.0,0,0,"5,71,49,764",100%,2019
107,The Perfect Secret,56573047.0,0,0,"5,65,73,047",100%,2019
108,The Big Shot,56040681.0,0,0,"5,60,40,681",100%,2019
109,Hellboy,55064690.0,"2,19,03,748",39.80%,"3,31,60,942",60.20%,2019
110,Les Misérables,54606372.0,"3,30,181",0.60%,"5,42,76,191",99.40%,2019
111,Long Shot,53873809.0,"3,03,16,271",56.30%,"2,35,57,538",43.70%,2019
112,Just Mercy,50901502.0,"3,60,01,502",70.70%,"1,49,00,000",29.30%,2019
113,Son of a Rich,50803834.0,0,0,"5,08,03,834",100%,2019
114,Kingdom,50574061.0,0,0,"5,05,74,061",100%,2019
115,Breakthrough,50444358.0,"4,07,13,082",80.70%,"97,31,276",19.30%,2019
116,Uncut Gems,50023780.0,"5,00,23,780",100%,0,0,2019
117,21 Bridges,49939757.0,"2,85,39,757",57.10%,"2,14,00,000",42.90%,2019
118,Song of Youth,49615508.0,0,0,"4,96,15,508",100%,2019
119,The Grudge,49511319.0,"2,12,21,803",42.90%,"2,82,89,516",57.10%,2019
120,Little,48987096.0,"4,08,60,481",83.40%,"81,26,615",16.60%,2019
121,Isn't It Romantic,48791187.0,"4,87,91,187",100%,0,0,2019
122,The Legend of Hei,48507082.0,0,0,"4,85,07,082",100%,2019
123,Countdown,48021766.0,"2,56,21,766",53.40%,"2,24,00,000",46.60%,2019
124,Midsommar,47875193.0,"2,74,26,361",57.30%,"2,04,48,832",42.70%,2019
125,Queen & Slim,47834125.0,"4,38,08,310",91.60%,"40,25,815",8.40%,2019
126,47 Meters Down: Uncaged,47582563.0,"2,22,60,900",46.80%,"2,53,21,663",53.20%,2019
127,Chasing the Dragon II: Wild Wild Bunch,45733356.0,"1,96,634",0.40%,"4,55,36,722",99.60%,2019
128,Judy,45701880.0,"2,43,13,888",53.20%,"2,13,87,992",46.80%,2019
129,Child's Play,44907074.0,"2,92,08,403",65%,"1,56,98,671",35%,2019
130,Richard Jewell,44645542.0,"2,23,45,542",50.10%,"2,23,00,000",49.90%,2019
131,Harriet,43347017.0,"4,30,82,155",99.40%,"2,64,862",0.60%,2019
132,A Shaun the Sheep Movie: Farmageddon,43100248.0,0,0,"4,31,00,248",100%,2019
133,Fighting with My Family,41503392.0,"2,29,58,886",55.30%,"1,85,44,506",44.70%,2019
134,Masquerade Hotel,40396244.0,0,0,"4,03,96,244",100%,2019
135,The Last Wish,39756292.0,0,0,"3,97,56,292",100%,2019
136,Uri: The Surgical Strike,39346577.0,"41,86,168",10.60%,"3,51,60,409",89.40%,2019
137,Overcomer,38026103.0,"3,47,46,945",91.40%,"32,79,158",8.60%,2019
138,T034,37410850.0,0,0,"3,74,10,850",100%,2019
139,Pain and Glory,37359689.0,"45,67,338",12.20%,"3,27,92,351",87.80%,2019
140,A Witness Out of the Blue,37092694.0,0,0,"3,70,92,694",100%,2019
141,The Intruder,36599361.0,"3,54,19,122",96.80%,"11,80,239",3.20%,2019
142,The Queen's Corgi,35515687.0,0,0,"3,55,15,687",100%,2019
143,Warrior of the Hornor,34291831.0,0,0,"3,42,91,831",100%,2019
144,The Battle: Roar to Victory,34148707.0,0,0,"3,41,48,707",100%,2019
145,The Bad Guys: The Movie,34024386.0,"1,66,972",0.50%,"3,38,57,414",99.50%,2019
146,The Good Liar,33856058.0,"1,71,56,058",50.70%,"1,67,00,000",49.30%,2019
147,The Art of Racing in the Rain,33766787.0,"2,63,95,642",78.20%,"73,71,145",21.80%,2019
148,Brightburn,33224654.0,"1,73,00,439",52.10%,"1,59,24,215",47.90%,2019
149,Bharat,33185983.0,"29,71,549",9%,"3,02,14,434",91%,2019
150,Fly Me to the Saitama,32802347.0,0,0,"3,28,02,347",100%,2019
151,UglyDolls,32450241.0,"2,01,50,241",62.10%,"1,23,00,000",37.90%,2019
152,Stuber,32390945.0,"2,23,70,452",69.10%,"1,00,20,493",30.90%,2019
153,Hit Me Anyone One More Time!,32333512.0,0,0,"3,23,33,512",100%,2019
154,Somewhere Winter,32218990.0,0,0,"3,22,18,990",100%,2019
155,The Kid Who Would Be King,32140970.0,"1,67,90,790",52.20%,"1,53,50,180",47.80%,2019
156,Two Tigers,32001580.0,0,0,"3,20,01,580",100%,2019
157,Anna,31626978.0,"77,43,794",24.50%,"2,38,83,184",75.50%,2019
158,My Dear Liar,31177968.0,"90,545",0.30%,"3,10,87,423",99.70%,2019
159,The Wild Goose Lake,31064835.0,"12,573",0,"3,10,52,262",100%,2019
160,My Hero Academia: Heroes Rising,29971229.0,"1,33,04,000",44.40%,"1,66,67,229",55.60%,2019
161,Fall In Love At First Kiss,29206238.0,0,0,"2,92,06,238",100%,2019
162,Gully Boy,28299498.0,"55,66,534",19.70%,"2,27,32,964",80.30%,2019
163,Kim Ji0young: Born 1982,27696393.0,0,0,"2,76,96,393",100%,2019
164,Pokémon: Mewtwo Strikes Back 0 Evolution,27347118.0,0,0,"2,73,47,118",100%,2019
165,Almost a Comedy,26990962.0,0,0,"2,69,90,962",100%,2019
166,Total Dhamaal,26911995.0,"21,67,632",8.10%,"2,47,44,363",91.90%,2019
167,Missing Link,26565710.0,"1,66,49,539",62.70%,"99,16,171",37.30%,2019
168,No Manches Frida 2,26493648.0,"92,70,920",35%,"1,72,22,728",65%,2019
169,The Confidence Man JP,26228317.0,0,0,"2,62,28,317",100%,2019
170,The Confidence Man JP: The Movie,25958189.0,0,0,"2,59,58,189",100%,2019
171,"The Gangster, the Cop, the Devil",25775371.0,"2,16,494",0.80%,"2,55,58,877",99.20%,2019
172,Bodies at Rest,25293853.0,0,0,"2,52,93,853",100%,2019
173,Booksmart,24959607.0,"2,26,80,962",90.90%,"22,78,645",9.10%,2019
174,Super 30,24701637.0,"22,69,878",9.20%,"2,24,31,759",90.80%,2019
175,Skyfire,24444590.0,"1,105",0,"2,44,43,485",100%,2019
176,Start0Up,24106579.0,0,0,"2,41,06,579",100%,2019
177,Pinocchio,23841090.0,"18,31,718",7.70%,"2,20,09,372",92.30%,2019
178,A Rainy Day in New York,23805899.0,0,0,"2,38,05,899",100%,2019
